permalink,name,category_code,funding_total_usd,status,country_code,state_code,region,city,funding_rounds,founded_at,first_funding_at,last_funding_at,last_milestone_at
/company/synapticmash,SynapticMash,software,5000000,acquired,USA,WA,Seattle,seattle,1,NULL,7/3/2008,7/3/2008,6/8/2010
/company/syncardia-systems-inc,SynCardia Systems,biotech,33000000,unknown,USA,AZ,Tuscon,tuscon,4,1/1/2005,5/24/2004,3/20/2013,NULL
/company/syncbak,Syncbak,games_video,6850000,unknown,USA,IA,Marion,marion,2,1/1/2009,4/1/2010,6/29/2012,6/28/2012
/company/synchris,Synchris,software,4500000,acquired,USA,VA,Washington DC,sterling,1,1/1/2003,9/13/2005,9/13/2005,1/1/2006
/company/synchroneuron,Synchroneuron,biotech,6000000,unknown,USA,MA,Boston,waltham,1,NULL,2/6/2012,2/6/2012,NULL
/company/synchrony,Synchrony,other,10000000,unknown,USA,VA,Salem,salem,1,1/1/1993,1/13/2010,1/13/2010,NULL
/company/syncplicity,Syncplicity,enterprise,2350000,acquired,USA,CA,SF Bay,menlo park,1,11/3/2008,10/31/2008,10/31/2008,7/17/2012
/company/syncronex,Syncronex,software,2830000,unknown,USA,WA,Seattle,issaquah,1,1/1/1997,11/7/2007,11/7/2007,NULL
/company/syndera-corporation,Syndera Corporation,software,10000000,unknown,USA,CA,SF Bay,redwood city,1,1/1/2002,6/20/2005,6/20/2005,NULL
/company/syndevrx,Syndevrx,biotech,1610000,unknown,USA,MA,Boston,cambridge,1,NULL,5/31/2013,5/31/2013,NULL
/company/syndexa-pharmaceuticals,Syndexa Pharmaceuticals,biotech,23500000,unknown,USA,MA,Boston,watertown,2,1/1/2005,5/30/2008,1/5/2012,NULL
/company/synedgen,Synedgen,biotech,3183437,unknown,USA,CA,Los Angeles,claremont,1,NULL,4/29/2013,4/29/2013,NULL
/company/synerchip,Synerchip,semiconductor,10500000,unknown,USA,CA,SF Bay,sunnyvale,1,NULL,4/20/2010,4/20/2010,NULL
/company/synergeyes,SynergEyes,NULL,5000000,unknown,USA,CA,San Diego,carlsbad,1,1/1/2001,3/30/2011,3/30/2011,NULL
/company/synergy-hub,Synergy Hub,software,50000,unknown,USA,FL,Tampa,tampa,1,11/11/2009,3/6/2011,3/6/2011,2/1/2010
/company/synesi,Synesi,web,30000,unknown,USA,PA,Pittsburg,pittsburgh,1,NULL,5/31/2010,5/31/2010,NULL
/company/synfora,Synfora,software,3500000,unknown,USA,CA,SF Bay,mountain view,1,1/1/2003,3/7/2007,3/7/2007,1/1/2005
/company/syngen,SynGen,hardware,5000000,unknown,USA,CA,Sacramento,sacramento,1,1/1/2000,4/18/2012,4/18/2012,NULL
/company/synovex,Synovex,NULL,3500000,unknown,USA,MA,Boston,medford,1,NULL,10/11/2012,10/11/2012,NULL
/company/synqy,SYNQY,software,100000,unknown,USA,CA,SF Bay,pleasant hill,1,1/1/2012,1/4/2013,1/4/2013,NULL
/company/synta-pharmaceuticals,Synta Pharmaceuticals,biotech,26850000,ipo,USA,MA,Boston,lexington,2,1/1/2000,1/8/2010,1/19/2010,1/12/2011
/company/syntellia,Syntellia,software,900000,unknown,USA,CA,SF Bay,san francisco,1,5/18/2011,10/31/2012,10/31/2012,3/1/2013
/company/synthetic-genomics,Synthetic Genomics,biotech,40000001,unknown,USA,CA,San Diego,la jolla,2,1/1/2005,12/23/2005,2/5/2013,7/9/2010
/company/syntricity,Syntricity,software,9100000,unknown,USA,CA,San Diego,san diego,2,1/1/1997,3/7/2005,1/11/2006,NULL
/company/sypherlink,Sypherlink,software,7000000,unknown,USA,OH,Columbus,dublin,2,1/1/2001,6/28/2005,8/1/2007,NULL
/company/syphir,Syphir,software,25000,unknown,USA,MA,Boston,boston,1,7/1/2009,6/14/2009,6/14/2009,3/9/2010
/company/syros-pharmaceuticals,Syros Pharmaceuticals,biotech,30000000,unknown,USA,MA,Boston,watertown,1,4/16/2013,4/11/2013,4/11/2013,2/1/2013
/company/systemsnet,SystemsNet,NULL,1500000,unknown,USA,MD,Washington DC,bethesda,1,1/1/2004,3/10/2005,3/10/2005,NULL
/company/t-networks,T-Networks,public_relations,5750000,unknown,USA,PA,Allentown,allentown,1,1/1/2000,2/28/2005,2/28/2005,NULL
/company/t-ram-semiconductor,T-RAM Semiconductor,semiconductor,40000000,unknown,USA,CA,SF Bay,mountain view,1,NULL,4/20/2005,4/20/2005,NULL
/company/t1-visions,T1 Visions,enterprise,3600000,unknown,USA,NC,Charlotte,cornelius,2,9/1/2008,1/1/2008,1/28/2013,12/1/2009
/company/t2-biosystems,T2 Biosystems,biotech,83500000,unknown,USA,MA,Boston,lexington,4,1/1/2006,1/1/2006,3/28/2013,5/18/2011
/company/t2-systems,T2 Systems,software,31000000,unknown,USA,IN,Indianapolis,indianapolis,2,1/1/1994,6/25/2007,9/30/2011,NULL
/company/t3-motion,T3 MOTION,NULL,11100000,unknown,USA,CA,Los Angeles,costa mesa,1,NULL,5/23/2011,5/23/2011,NULL
/company/t5-data-centers,T5 Data Centers,security,113000000,unknown,USA,GA,Atlanta,atlanta,1,1/1/2008,5/14/2013,5/14/2013,5/14/2013
/company/tabbedout,TabbedOut,mobile,7800000,unknown,USA,TX,Austin,austin,4,6/24/2009,12/18/2009,5/9/2011,5/9/2011
/company/tabblo,Tabblo,web,4000000,acquired,USA,MA,Boston,boston,1,NULL,1/1/2006,1/1/2006,10/17/2007
/company/tableau-software,Tableau Software,software,15000000,ipo,USA,WA,Seattle,seattle,2,1/1/2003,1/1/2004,8/1/2008,5/19/2013
/company/tablus,Tablus,software,16000000,unknown,USA,CA,SF Bay,san mateo,1,1/1/2002,10/24/2006,10/24/2006,NULL
/company/taboola,Taboola,games_video,40000000,unknown,USA,NY,New York,new york,5,1/1/2007,11/1/2007,2/19/2013,2/19/2013
/company/tabtor,Tabtor,education,1000000,unknown,USA,NJ,unknown,kendall park,1,NULL,6/12/2013,6/12/2013,NULL
/company/tabula,Tabula,semiconductor,108000000,unknown,USA,CA,SF Bay,santa clara,1,1/1/2003,3/28/2011,3/28/2011,6/6/2012
/company/tabula-digita,DimensionU (formerly Tabula Digita),games_video,18710000,unknown,USA,NY,New York,long island city,5,1/1/2003,12/1/2005,4/6/2010,3/1/2012
/company/tabulous-cloud,Tabulous Cloud,ecommerce,1000000,unknown,USA,MO,Lee's Summit,lee s summit,1,4/15/2011,8/8/2011,8/8/2011,4/15/2011
/company/tachyon-networks,Tachyon Networks,hardware,11000000,unknown,USA,CA,San Diego,san diego,2,NULL,6/6/2005,8/18/2010,NULL
/company/tacit-networks,Tacit Networks,public_relations,19300000,unknown,USA,NJ,South Plainfield,south plainfield,2,1/1/2000,12/9/2002,5/5/2005,8/1/2003
/company/tacoda,Tacoda,web,19000000,acquired,USA,NY,New York,new york,2,NULL,3/9/2006,2/9/2007,12/16/2010
/company/tactile-systems-technology,Tactile Systems Technology,NULL,10400000,unknown,USA,MN,Minneapolis,minneapolis,1,NULL,10/5/2012,10/5/2012,9/1/2012
/company/tactilize,Tactilize,web,1000000,unknown,USA,CA,SF Bay,san francisco,1,6/1/2011,11/16/2012,11/16/2012,1/3/2013
/company/tactus-technology,Tactus Technology,hardware,6000000,unknown,USA,CA,SF Bay,fremont,1,NULL,12/21/2011,12/21/2011,1/13/2013
/company/tagarray,TagArray,mobile,5972500,unknown,USA,CA,SF Bay,palo alto,3,1/1/2006,2/1/2007,1/1/2011,NULL
/company/tagent,Tagent,other,2536952,unknown,USA,CA,SF Bay,mountain view,2,NULL,8/19/2009,2/3/2010,1/1/2004
/company/tagged,Tagged,web,28701975,unknown,USA,CA,SF Bay,san francisco,5,10/1/2004,9/1/2005,8/22/2012,4/1/2013
/company/taggs,Taggs,public_relations,50000,unknown,USA,NC,Raleigh-Durham,durham,1,1/1/2013,3/1/2013,3/1/2013,NULL
/company/taggstr,Taggstr,mobile,50000,unknown,USA,CA,SF Bay,san jose,1,7/1/2009,4/7/2010,4/7/2010,7/1/2009
/company/tagito,Tagito,web,320000,unknown,USA,CA,Los Angeles,aliso viejo,1,5/1/2008,5/1/2008,5/1/2008,NULL
/company/tagstand,Tagstand,mobile,1100000,unknown,USA,CA,SF Bay,san francisco,2,1/1/2011,1/1/2011,10/14/2011,3/5/2013
/company/tagsys,TAGSYS RFID Group,public_relations,57884800,unknown,USA,PA,Philadelphia,king of prussia,3,1/1/2001,4/18/2005,3/25/2010,NULL
/company/tailored-games,Tailored Games,games_video,250000,unknown,USA,CA,Los Angeles,marina del rey,1,7/1/2011,7/15/2011,7/15/2011,7/1/2011
/company/take-the-interview,Take the Interview,software,2750000,unknown,USA,NY,New York,new york,2,2/1/2011,9/1/2011,6/25/2013,6/1/2012
/company/takelessons-com,TakeLessons,web,10400000,unknown,USA,CA,San Diego,san diego,3,7/11/2006,7/1/2006,1/31/2013,1/1/2013
/company/taketake,Taketake,web,350000,unknown,USA,CA,SF Bay,san francisco,1,1/1/2009,1/1/2009,1/1/2009,NULL
/company/takkle,Takkle,web,7000000,acquired,USA,NULL,TBD,NULL,1,NULL,11/1/2007,11/1/2007,2/4/2009
/company/tal-medical,Tal Medical,hardware,700000,unknown,USA,MA,Boston,boston,1,1/1/2011,6/14/2011,6/14/2011,NULL
/company/talari-networks,Talari Networks,enterprise,25700003,unknown,USA,CA,SF Bay,san jose,4,1/1/2009,1/27/2009,6/12/2013,8/1/2009
/company/talend,Talend,software,61580000,unknown,USA,CA,SF Bay,los altos,5,9/1/2005,6/1/2006,11/10/2010,4/10/2013
/company/talenthouse,Talenthouse,advertising,15100000,unknown,USA,CA,SF Bay,palo alto,2,6/30/2009,1/1/2009,10/21/2011,7/1/2012
/company/talentspring,TalentSpring,search,2700000,acquired,USA,WA,Seattle,seattle,1,10/1/2006,10/14/2009,10/14/2009,5/18/2007
/company/talentwise,Talentwise,other,25000000,unknown,USA,WA,Seattle,bothell,1,1/1/2006,6/11/2013,6/11/2013,1/1/2005
/company/taligen-therapeutics,Taligen Therapeutics,biotech,78750000,acquired,USA,MA,Boston,cambridge,3,1/1/2004,8/1/2005,8/23/2010,1/31/2011
/company/talima-therapeutics,Talima Therapeutics,biotech,21000000,unknown,USA,CA,SF Bay,san carlos,2,NULL,4/1/2005,5/29/2007,NULL
/company/talisma,Talisma,software,7070000,acquired,USA,FL,Palm Beach,boca raton,1,NULL,2/2/2005,2/2/2005,1/1/1999
/company/talking-media-group,Talking Media Group,software,85000,unknown,USA,NY,New York,new york,1,8/15/2010,1/1/2010,1/1/2010,8/1/2010
/company/talkplus,TalkPlus,web,5500000,closed,USA,CA,SF Bay,san mateo,1,2/1/2004,10/1/2006,10/1/2006,NULL
/company/talkshoe,TalkShoe,web,1130000,unknown,USA,PA,Pittsburg,wexford,1,4/1/2005,6/26/2008,6/26/2008,7/14/2011
/company/talkto,TalkTo,web,3000000,unknown,USA,MA,Boston,cambridge,1,11/1/2010,4/11/2012,4/11/2012,11/13/2012
/company/talkwheel,Talkwheel,software,800000,unknown,USA,CA,SF Bay,san francisco,1,8/1/2010,10/11/2011,10/11/2011,6/3/2013
/company/tallcat,TallCat,other,750000,unknown,USA,AZ,Phoenix,scottsdale,1,4/5/2010,5/22/2012,5/22/2012,3/1/2012
/company/taltopia,Taltopia,games_video,800000,unknown,USA,CA,Los Angeles,los angeles,1,3/1/2007,3/8/2008,3/8/2008,NULL
/company/talyst,Talyst,software,30000000,unknown,USA,WA,Seattle,bellevue,2,1/1/2002,11/10/2006,11/8/2012,NULL
/company/tamion,Tamion,web,350000,unknown,USA,CT,New Britain,new britain,1,12/6/2007,2/6/2012,2/6/2012,NULL
/company/tamir-biotechnology,Tamir Biotechnology,biotech,1000000,unknown,USA,NJ,Monmouth Junction,monmouth junction,1,1/1/1981,7/1/2013,7/1/2013,NULL
/company/tamra-tacoma-capital-partners,Tamra-Tacoma Capital Partners,cleantech,60000000,unknown,USA,NY,New York,new york,4,2/1/2012,2/1/2012,7/1/2012,1/1/2013
/company/tandem-diabetes-care,Tandem Diabetes Care,biotech,52300000,unknown,USA,CA,San Diego,san diego,1,1/1/2008,1/19/2010,1/19/2010,3/1/2013
/company/tandem-transit,Tandem Transit,public_relations,300000,unknown,USA,NY,New York,brooklyn,1,1/1/2008,5/4/2010,5/4/2010,NULL
/company/tang-wind-energy,Tang Wind Energy,cleantech,6800000,unknown,USA,TX,Dallas,dallas,1,1/1/1996,4/16/2008,4/16/2008,NULL
/company/tangent-medical-technologies,Tangent Medical Technologies,biotech,4500000,unknown,USA,MI,Detroit,ann arbor,1,NULL,11/3/2011,11/3/2011,NULL
/company/tangerine-solar,Tangerine Power,cleantech,50000,unknown,USA,WA,Seattle,seattle,1,8/31/2009,1/11/2010,1/11/2010,NULL
/company/tangle,Tangle,web,30000000,unknown,USA,CA,SF Bay,san francisco,1,NULL,4/16/2008,4/16/2008,NULL
/company/tangler,Tangler,web,1500000,unknown,USA,CA,SF Bay,mountain view,1,2/1/2006,7/1/2006,7/1/2006,5/26/2010
/company/tango,Tango,mobile,87000000,unknown,USA,CA,SF Bay,mountain view,3,9/9/2009,9/1/2010,4/19/2012,6/6/2013
/company/tango-card,Tango Card,software,5925000,unknown,USA,WA,Seattle,seattle,2,1/1/2009,6/6/2012,4/19/2013,6/6/2012
/company/tango-health,Tango Health,web,8000000,unknown,USA,TX,Austin,austin,3,1/1/2009,11/17/2010,1/3/2013,8/1/2010
/company/tango-networks,Tango Networks,public_relations,25000000,unknown,USA,TX,Dallas,frisco,1,1/1/2005,2/8/2007,2/8/2007,NULL
/company/tangoe,Tangoe,enterprise,24200000,ipo,USA,CT,Orange,orange,3,1/1/2000,2/10/2006,9/5/2008,3/26/2013
/company/tangome,TangoMe,software,8600000,unknown,USA,CA,SF Bay,mountain view,1,9/1/2009,2/15/2011,2/15/2011,11/1/2012
/company/tanium,Tanium,enterprise,812497,unknown,USA,CA,SF Bay,berkeley,1,1/1/2007,5/6/2010,5/6/2010,NULL
/company/tanner-research,Tanner Research,semiconductor,1000000,unknown,USA,CA,Los Angeles,monrovia,1,1/1/1988,10/1/2009,10/1/2009,NULL
/company/tantaline,Tantaline,NULL,3600000,unknown,USA,MA,Boston,waltham,1,NULL,8/4/2011,8/4/2011,NULL
/company/tantalus-systems,Tantalus Systems,enterprise,21595000,unknown,USA,NC,Angier,angier,2,1/1/1989,12/8/2005,1/20/2010,1/1/1989
/company/tap-n-tap,Tap 'n Tap,hardware,1600000,unknown,USA,MA,Boston,cambridge,1,1/1/2008,4/12/2010,4/12/2010,NULL
/company/tapad,Tapad,advertising,8300000,unknown,USA,NY,New York,new york,2,1/1/2010,3/3/2011,3/21/2013,2/5/2013
/company/tapatap,Tapatap,mobile,2500000,acquired,USA,CA,SF Bay,san mateo,1,NULL,3/1/2007,3/1/2007,NULL
/company/tapclicks,TapClicks,software,1500000,unknown,USA,CA,SF Bay,san jose,1,1/1/2009,12/21/2012,12/21/2012,NULL
/company/tapfame,TapFame,mobile,25000,unknown,USA,NY,New York - Other,NULL,1,1/1/2011,1/9/2012,1/9/2012,NULL
/company/tapfunder,TapFunder,mobile,25000,unknown,USA,WA,Burlington,burlington,1,3/1/2012,4/15/2012,4/15/2012,3/1/2012
/company/tapimmune,TapImmune,biotech,866000,ipo,USA,WA,Seattle,bellevue,1,1/1/1999,5/17/2010,5/17/2010,NULL
/company/tapingo,Tapingo,mobile,3500000,unknown,USA,CA,SF Bay,san francisco,1,1/1/2012,7/17/2012,7/17/2012,NULL
/company/tapioca-mobile,Tapioca Mobile,mobile,5000000,unknown,USA,CA,San Diego,san diego,2,1/1/2008,9/1/2007,3/25/2008,NULL
/company/tapit,TapIt!,advertising,550000,acquired,USA,CA,Los Angeles,irvine,2,1/1/2011,1/1/2011,4/1/2012,1/2/2013
/company/tapiture,Tapiture,ecommerce,825000,unknown,USA,CA,Venice,venice,1,4/5/2012,2/5/2013,2/5/2013,6/1/2013
/company/tapjoy,Tapjoy,mobile,70600000,unknown,USA,CA,SF Bay,san francisco,4,1/1/2007,6/1/2007,7/5/2011,6/9/2013
/company/tapnscrap,TapnScrap,mobile,15000,unknown,USA,CA,SF Bay,san mateo,1,2/12/2010,2/12/2010,2/12/2010,NULL
/company/tappin,TappIn,web,1315000,acquired,USA,WA,Seattle,seattle,2,1/1/2009,3/26/2010,3/8/2011,12/5/2011
/company/taproot-systems,TapRoot Systems,mobile,6800000,unknown,USA,NC,Raleigh-Durham,cary,2,NULL,9/12/2005,1/27/2010,8/21/2006
/company/taprush,TapRush,advertising,1200000,unknown,USA,CA,SF Bay,san francisco,1,1/1/2011,2/1/2011,2/1/2011,NULL
/company/taptera,Taptera,mobile,2000000,unknown,USA,CA,SF Bay,san francisco,1,4/24/2011,8/24/2011,8/24/2011,4/1/2012
/company/taptrak,TapTrak,ecommerce,390000,unknown,USA,NY,New York,brooklyn,1,NULL,7/2/2013,7/2/2013,NULL
/company/tapulous,Tapulous,mobile,2800000,acquired,USA,CA,SF Bay,palo alto,3,2/1/2008,1/1/2008,7/1/2008,12/20/2010
/company/taqua,Taqua,public_relations,20000000,unknown,USA,TX,Dallas,richardson,1,1/1/1998,1/21/2003,1/21/2003,NULL
/company/tarari,Tarari,semiconductor,14000000,unknown,USA,CA,San Diego,san diego,1,1/1/2002,2/1/2006,2/1/2006,NULL
/company/tareasplus,TareasPlus,education,1800000,unknown,USA,CA,SF Bay,san francisco,1,9/1/2012,11/9/2012,11/9/2012,4/29/2013
/company/target-data-2,Target Data,web,4350000,unknown,USA,IL,Chicago,chicago,2,1/1/2007,8/15/2012,4/2/2013,NULL
/company/targetcast-networks,TargetCast Networks,other,26804824,unknown,USA,CA,SF Bay,san ramon,3,NULL,9/1/2007,2/18/2010,3/1/2009
/company/targeted-growth,Targeted Growth,biotech,37300000,unknown,USA,WA,Seattle,seattle,3,NULL,5/22/2006,7/2/2012,NULL
/company/targeted-medical-pharma,Targeted Medical Pharma,biotech,3280000,unknown,USA,CA,Los Angeles,los angeles,1,1/1/1999,7/2/2013,7/2/2013,NULL
/company/targetspot,"TargetSpot, Inc.",advertising,16600000,unknown,USA,NY,New York,new york,2,1/1/2007,3/11/2008,1/11/2011,1/1/2012
/company/taris-biomedical,TARIS Biomedical,biotech,46800000,unknown,USA,MA,Boston,lexington,3,1/1/2008,6/25/2009,3/18/2013,4/13/2011
/company/tarpon-biosystems,Tarpon Biosystems,biotech,1286000,unknown,USA,MA,Boston,worcester,2,NULL,4/8/2011,7/31/2012,NULL
/company/tarpon-towers,Tarpon Towers,mobile,30000000,unknown,USA,FL,Bradenton,bradenton,2,1/1/2008,6/9/2009,12/1/2009,NULL
/company/tarsa-therapeutics,Tarsa Therapeutics,biotech,76500000,unknown,USA,PA,Philadelphia,philadelphia,3,1/1/2009,1/17/2010,3/16/2012,NULL
/company/taskbox,Taskbox,software,600000,unknown,USA,TX,Austin,austin,1,5/1/2012,3/5/2013,3/5/2013,4/16/2013
/company/taskeasy,TaskEasy,software,2621250,unknown,USA,UT,Salt Lake City,salt lake city,1,11/15/2011,12/6/2012,12/6/2012,NULL
/company/taskhero-com,Taskhero.com,web,35000,unknown,USA,CA,San Diego,san diego,1,4/17/2012,2/3/2012,2/3/2012,5/8/2012
/company/taskrabbit,TaskRabbit,web,37675000,unknown,USA,CA,SF Bay,san francisco,6,1/1/2008,5/28/2009,7/23/2012,1/10/2013
/company/tasquerade,Tasqe,other,250000,unknown,USA,CA,Los Angeles,woodland hills,1,NULL,1/1/2011,1/1/2011,NULL
/company/taste-indy-food-tours,Taste Indy Food Tours,other,100000,unknown,USA,IN,Indianapolis,indianapolis,1,7/24/2010,11/1/2010,11/1/2010,7/22/2010
/company/tastemaker-labs,Tastemaker Labs,ecommerce,500000,unknown,USA,CA,SF Bay,san francisco,1,6/6/2012,6/22/2012,6/22/2012,NULL
/company/tastemakerx,TastemakerX,games_video,3050000,unknown,USA,CA,SF Bay,san francisco,2,NULL,2/8/2012,3/7/2013,3/9/2012
/company/tastespace,TasteSpace,web,300000,closed,USA,NY,New York,new york,1,1/1/2007,8/1/2007,8/1/2007,NULL
/company/tasty-labs,Tasty Labs,web,3000000,acquired,USA,CA,SF Bay,mountain view,1,10/1/2010,11/24/2010,11/24/2010,3/28/2012
/company/tastynow-com,TastyNow.com,ecommerce,25000,unknown,USA,TX,San Antonio,san antonio,1,1/6/2009,8/5/2009,8/5/2009,12/9/2011
/company/tastytrade,tastytrade,advertising,29699586,unknown,USA,IL,Chicago,chicago,4,NULL,7/6/2011,7/2/2013,NULL
/company/tatara-systems,Tatara Systems,mobile,33000000,acquired,USA,MA,Boston,acton,5,1/1/2001,1/20/2004,6/22/2010,1/1/2002
/company/tau-therapeutics,Tau Therapeutics,biotech,9287500,unknown,USA,VA,Charlottesville,charlottesville,1,1/1/2003,1/15/2013,1/15/2013,NULL
/company/taulia-inc,Taulia,software,17700001,unknown,USA,CA,SF Bay,san francisco,3,1/1/2009,12/6/2010,12/13/2012,4/16/2013
/company/tawkers,Tawkers,software,1010000,unknown,USA,NY,New York,ny,2,9/7/2011,11/1/2011,5/1/2012,6/1/2013
/company/taxon-biosciences,Taxon Biosciences,biotech,4011526,unknown,USA,CA,SF Bay,tiburon,1,1/1/2000,5/6/2013,5/6/2013,NULL
/company/tazz-networks,TAZZ Networks,software,6000000,unknown,USA,RI,Providence,providence,1,1/1/2001,4/1/2005,4/1/2005,NULL
/company/tb-biosciences,TB Biosciences,biotech,1250000,unknown,USA,PA,unknown,bethlehebethlehem,1,NULL,6/12/2013,6/12/2013,NULL
/company/tc3-health,TC3  Health,NULL,10000000,unknown,USA,CA,Los Angeles,irvine,1,NULL,10/9/2006,10/9/2006,NULL
/company/teachscape,TeachScape,software,16000000,unknown,USA,CA,SF Bay,san francisco,1,1/1/1999,8/13/2009,8/13/2009,3/1/2013
/company/teachstreet,TeachStreet,web,3450000,acquired,USA,WA,Seattle,seattle,3,6/5/2007,1/1/2007,5/27/2009,3/11/2013
/company/teal-orbit,Teal Orbit,advertising,275000,unknown,USA,NY,New York,new york,1,1/1/2010,11/10/2011,11/10/2011,2/15/2012
/company/tealeaf,Tealeaf,advertising,12000000,acquired,USA,CA,SF Bay,san francisco,1,4/10/1997,9/18/2002,9/18/2002,6/1/2011
/company/tealium,Tealium,software,27200000,unknown,USA,CA,San Diego,san diego,3,3/1/2008,1/10/2012,4/3/2013,4/3/2013
/company/team-brandfiesta,BrandFiesta,advertising,100000,unknown,USA,NY,New York,new york,1,4/30/2011,4/1/2011,4/1/2011,4/30/2011
/company/teambox,Teambox,software,4000000,unknown,USA,CA,SF Bay,redwood city,2,1/25/2009,5/10/2012,1/16/2013,6/18/2013
/company/teamly,Teamly,enterprise,250000,unknown,USA,NV,Las Vegas,las vegas,1,3/1/2010,2/6/2013,2/6/2013,4/1/2012
/company/teampatent,TeamPatent,legal,750000,unknown,USA,CA,SF Bay,alameda,3,3/30/2006,1/1/2007,1/1/2010,3/30/2006
/company/teamsnap,TeamSnap,games_video,4360000,unknown,USA,CO,Denver,boulder,3,5/1/2009,6/9/2010,2/5/2013,5/21/2013
/company/teamstreamz,TeamStreamz,web,80000,unknown,USA,UT,Salt Lake City,lehi,1,12/10/2006,1/10/2007,1/10/2007,NULL
/company/teamvisibility,TeamVisibility,software,1200000,unknown,USA,MD,Washington DC,chevy chase,1,6/13/2011,4/1/2012,4/1/2012,1/1/2013
/company/teamwork-retail,Teamwork Retail,software,1000000,unknown,USA,FL,Tampa,clearwater,1,1/1/2005,12/17/2012,12/17/2012,NULL
/company/tearscience,TearScience,biotech,114500000,unknown,USA,NC,Raleigh-Durham,morrisville,2,1/1/2005,5/6/2010,2/26/2013,NULL
/company/tech-cocktail,Tech Cocktail,public_relations,2500000,unknown,USA,NV,Las Vegas,las vegas,1,5/1/2006,5/15/2013,5/15/2013,5/24/2013
/company/techforward,TechForward,hardware,6460000,unknown,USA,CA,Los Angeles,los angeles,4,8/15/2005,4/26/2007,8/5/2009,12/5/2012
/company/techmedianetwork,TechMediaNetwork,other,40500000,unknown,USA,UT,Salt Lake City,ogden,3,1/15/2003,7/1/2008,9/26/2011,7/1/2013
/company/technitrol,Technitrol,hardware,42352200,ipo,USA,PA,Philadelphia,trevose,1,NULL,9/3/2010,9/3/2010,NULL
/company/technology-keiretsu,Technology Keiretsu,software,600000,unknown,USA,NJ,Morristown,morristown,1,NULL,1/3/2013,1/3/2013,NULL
/company/technorati,Technorati,advertising,32100000,unknown,USA,CA,SF Bay,san francisco,7,6/1/2002,9/1/2002,10/13/2009,2/5/2013
/company/technospin,TechnoSpin,cleantech,8000000,unknown,USA,NY,New York,new york,1,1/1/2004,4/27/2008,4/27/2008,NULL
/company/techshop,TechShop,enterprise,1700000,unknown,USA,CA,SF Bay,menlo park,1,NULL,11/9/2010,11/9/2010,5/20/2012
/company/techskills,TechSkills,NULL,3175000,unknown,USA,TX,Austin,austin,1,NULL,6/1/2010,6/1/2010,NULL
/company/techstars,TechStars,web,34000000,unknown,USA,CO,Denver,boulder,3,10/1/2006,2/10/2011,9/21/2011,7/2/2013
/company/techtol-imaging,TechTol Imaging,games_video,2000000,unknown,USA,OH,Sylvania,sylvania,1,1/1/2008,10/16/2009,10/16/2009,NULL
/company/techturn,TechTurn,NULL,50000000,unknown,USA,TX,Austin,austin,1,1/1/1999,8/6/2006,8/6/2006,NULL
/company/techulon,Techulon,biotech,150000,unknown,USA,VA,Blacksburg,blacksburg,2,1/1/2006,1/15/2010,2/4/2010,NULL
/company/tecogen,Tecogen,other,3500000,unknown,USA,MA,Boston,waltham,2,NULL,7/14/2011,12/2/2011,NULL
/company/tectura,Tectura,software,10000000,unknown,USA,CA,SF Bay,redwood city,1,1/1/2001,6/13/2005,6/13/2005,NULL
/company/teebeedee,TeeBeeDee,web,4800000,closed,USA,NULL,TBD,NULL,1,NULL,8/1/2007,8/1/2007,6/30/2009
/company/teespring,Teespring,ecommerce,675000,unknown,USA,RI,Providence,providence,1,NULL,2/1/2012,2/1/2012,9/1/2012
/company/teespy,TEEspy,web,50000,unknown,USA,CA,SF Bay,san francisco,1,2/1/2010,2/1/2010,2/1/2010,5/1/2010
/company/tegile-systems,Tegile Systems,enterprise,10739999,unknown,USA,CA,SF Bay,newark,2,NULL,4/30/2012,6/20/2013,NULL
/company/tego,Tego,NULL,2302634,unknown,USA,MA,Boston,waltham,2,NULL,5/3/2011,1/3/2013,NULL
/company/tegotech-software,Tegotech Software,software,200000,unknown,USA,CA,San Luis Obispo,san luis obispo,1,NULL,5/1/2013,5/1/2013,NULL
/company/teja-technologies-2,Teja Technologies,software,14500000,unknown,USA,CA,SF Bay,san jose,2,1/1/1998,1/28/2002,5/11/2006,NULL
/company/teknovus,Teknovus,semiconductor,62600000,acquired,USA,CA,SF Bay,petaluma,5,1/1/2001,1/1/2002,11/16/2009,3/8/2010
/company/tela-innovations,Tela Innovations,semiconductor,5500000,unknown,USA,CA,SF Bay,campbell,1,1/1/2005,12/15/2008,12/15/2008,NULL
/company/teladoc,Teladoc,other,31600000,unknown,USA,TX,Dallas,dallas,3,1/1/2002,12/3/2009,9/13/2011,1/1/2009
/company/telarix,Telarix,software,29500000,unknown,USA,VA,Washington DC,vienna,3,1/1/1996,4/26/2005,3/30/2010,3/1/2010
/company/telasic-communications,TelASIC Communications,public_relations,26000000,unknown,USA,CA,Los Angeles,el segundo,1,1/1/2001,3/22/2005,3/22/2005,NULL
/company/telcare,Telcare,mobile,27950000,unknown,USA,MD,Washington DC,bethesda,2,1/1/2008,5/14/2010,8/22/2012,NULL
/company/telcentris,Telcentris,web,5300000,unknown,USA,CA,San Diego,san diego,1,1/1/2006,1/17/2013,1/17/2013,NULL
/company/telecardia,Telecardia,hardware,1500000,unknown,USA,MA,Boston,boston,1,NULL,9/28/2011,9/28/2011,NULL
